chrom	txStart	cdsStart
chr22	20507609	20507678
chr22	20508046	20537126
chr22	20689554	20691721
chr22	20701113	20704603
chr22	20707690	20708046
chr22	20707690	20708046
chr22	20707690	20708046
chr22	20774112	20779312
chr22	20859006	20859110
chr22	20917406	20917934
chr22	20917406	20953747
chr22	20957091	20964680
chr22	20965171	20967944
chr22	20965171	20967944
chr22	20967254	20967944
chr22	20967254	20967944
chr22	20967254	20981358
chr22	20982296	20982371
chr22	20999103	20999879
chr22	20999771	20999879
chr22	21001921	21003272
chr22	21001921	21010374
chr22	21008202	21014287
chr22	21015152	21015174
chr22	21015152	21018050
chr22	21015159	21018050
chr22	21015159	21015174
chr22	21015159	21018050
chr22	21028717	21029054
chr22	21034175	21034272
chr22	21042391	21044249
chr22	21045945	21045986
chr22	21045945	21064168
chr22	21045945	21064168
chr22	21103015	21122286
chr22	21167864	21192161
chr22	21207972	21208137
chr22	21282424	21297730
chr22	21300990	21326636
chr22	21354612	21358067
chr22	21383750	21383858
chr22	21417370	21442831
chr22	21467386	21467459
chr22	21467386	21467459
chr22	21472997	21517491
chr22	21545665	21546056
chr22	21549446	21549449
chr22	21567713	21567744
chr22	21567713	21567744
chr22	21567713	21624034
chr22	21567713	21624034
chr22	21628088	21628417
chr22	21628088	21628761
chr22	21628088	21630022
chr22	21628088	21630022
chr22	21628088	21630022
chr22	21628088	21630022
chr22	21632759	21633181
chr22	21632759	21633181
chr22	21642301	21642336
chr22	21652180	21662363
chr22	21652180	21662363
chr22	21652180	21662363
chr22	21652980	21653058
chr22	21653303	21653385
chr22	21657759	21662363
chr22	21657759	21662363
chr22	21657759	21662363
chr22	21666011	21666099
chr22	21666011	21666099
chr22	21666011	21666099
chr22	21666011	21666099
chr22	21697535	21701128
chr22	21697535	21735794
chr22	21759656	21769203
chr22	21769029	21769203
chr22	21919424	21923091
chr22	21938236	21943434
chr22	21957024	21957113
chr22	21957024	21958405
chr22	21957024	21957113
chr22	21957024	21957113
chr22	21957024	21957113
chr22	21957024	21958405
chr22	21957024	21957113
chr22	21957024	21957113
chr22	21957024	21957113
chr22	21957024	21982787
chr22	21991098	22043934
chr22	22244785	22244802
chr22	22244785	22244813
chr22	22298097	22322968
chr22	22484420	22487766
chr22	22484420	22508742
chr22	22484420	22508742
chr22	22513735	22514001
chr22	22547700	22548066
chr22	22547700	22548066
chr22	22547700	22548066
chr22	22547700	22548066
chr22	22547700	22548066
chr22	22547700	22548066
chr22	22547700	22548066
chr22	22547700	22548066
chr22	22547700	22548066
chr22	22547700	22548066
chr22	22547700	22548066
chr22	22559342	22566599
chr22	22631556	22644541
chr22	22644619	22646345
chr22	22646311	22646345
chr22	22822775	22822871
chr22	22886266	22886379
chr22	22887815	22888159
chr22	22887815	22888053
chr22	23059414	23059461
chr22	23070518	23095695
chr22	23145323	23145365
chr22	23145323	23145365
chr22	23145476	23146616
chr22	23145476	23165663
chr22	23180508	23180960
chr22	23180508	23180960
chr22	23262766	23265005
chr22	23326615	23328493
chr22	23359605	23382126
chr22	23390604	23402612
chr22	23433563	23435071
chr22	23462085	23486980
chr22	23462085	23486980
chr22	23462085	23486980
chr22	23462085	23486980
chr22	23538101	23547306
chr22	23573124	23573265
chr22	23573124	23573265
chr22	23573124	23573536
chr22	23608451	23608763
chr22	23638486	23717423
chr22	23691012	23692030
chr22	23691012	23692030
chr22	23696415	23696664
chr22	23738681	23743799
chr22	23752742	23752875
chr22	23762989	23763306
chr22	23762989	23763306
chr22	23762989	23763306
chr22	23762989	23763306
chr22	23762989	23763306
chr22	23765833	23766006
chr22	23765833	23766006
chr22	23765833	23767972
chr22	23765833	23767972
chr22	23772848	23772870
chr22	23772848	23784316
chr22	23786965	23787169
chr22	23786965	23787169
chr22	23786965	23787169
chr22	23786965	23787169
chr22	23834502	23837059
chr22	23834502	23836868
chr22	23834502	23834891
chr22	23834502	23834826
chr22	23856933	23856970
chr22	23856933	23857489
chr22	23856933	23882952
chr22	23856933	23886312
chr22	23857151	23857489
chr22	23857874	23857999
chr22	23893709	23898930
chr22	23894382	23894474
chr22	23957413	23957722
chr22	23957413	23957722
chr22	23966887	23966914
chr22	23971369	23971550
chr22	23971369	23971550
chr22	23973096	23973126
chr22	23980133	23983915
chr22	23998400	23998541
chr22	23998400	24005453
chr22	24011303	24035517
chr22	24011303	24035517
chr22	24011369	24035517
chr22	24181486	24181519
chr22	24219653	24219969
chr22	24219653	24220644
chr22	24219653	24219969
chr22	24219653	24219969
chr22	24219659	24219969
chr22	24251620	24265524
chr22	24270816	24442360
chr22	24270830	24302231
chr22	24270830	24302231
chr22	24270830	24302231
chr22	24342107	24363319
chr22	24423596	24433404
chr22	24427598	24433404
chr22	24427598	24433404
chr22	24427598	24442357
chr22	24427598	24442357
chr22	24429205	24495074
chr22	24432247	24433404
chr22	24432247	24433404
chr22	24438276	24495074
chr22	24495331	24495403
chr22	24540437	24543005
chr22	24540437	24543005
chr22	24540437	24543005
chr22	24540437	24543072
chr22	24540437	24543072
chr22	24540437	24543005
chr22	24540437	24543005
chr22	24540437	24543005
chr22	24540437	24555894
chr22	24555649	24574964
chr22	24555998	24557674
chr22	24555998	24557674
chr22	24583749	24611081
chr22	24585634	24585885
chr22	24603192	24611081
chr22	24603192	24611081
chr22	24632914	24653360
chr22	24645165	24659147
chr22	24719033	24719471
chr22	24719033	24719471
chr22	24719033	24774720
chr22	24719033	24774720
chr22	24764500	24766021
chr22	24806210	24806325
chr22	24806210	24806325
chr22	24806210	24806325
chr22	24806210	24806325
chr22	24935097	24935332
chr22	24935097	24935332
chr22	24952715	25027999
chr22	24952715	25027999
chr22	24952715	25027999
chr22	24952715	25027999
chr22	25070156	25070365
chr22	25102416	25112692
chr22	25111142	25112177
chr22	25199857	25201396
chr22	25219638	25221429
chr22	25318256	25320227
chr22	25448086	25461678
chr22	25448086	25461678
chr22	25455645	25455711
chr22	25564674	25661650
chr22	25564674	25565040
chr22	25742187	25761092
chr22	25742187	25761092
chr22	26169461	26169669
chr22	26169461	26169669
chr22	26169461	26169669
chr22	26169461	26169669
chr22	26169461	26169669
chr22	26169461	26169669
chr22	26429259	26433615
chr22	26443108	26444681
chr22	26443108	26444681
chr22	26450881	26453232
chr22	26450881	26453232
chr22	26450881	26453232
chr22	26450881	26453232
chr22	26450881	26453167
chr22	26450881	26453232
chr22	26450881	26453232
chr22	26450881	26453232
chr22	26450881	26453167
chr22	26450881	26479488
chr22	26450881	26483783
chr22	26450881	26483783
chr22	26450881	26483783
chr22	26450881	26483783
chr22	26450881	26483863
chr22	26450881	26483863
chr22	26450881	26483863
chr22	26483876	26483890
chr22	26491239	26492012
chr22	26491239	26492012
chr22	26491239	26492012
chr22	26491239	26492012
chr22	26491239	26492012
chr22	26491239	26492012
chr22	26491239	26492012
chr22	26512531	26514568
chr22	26521995	26528220
chr22	26521995	26528220
chr22	26521995	26528220
chr22	26521995	26528220
chr22	26555211	26555323
chr22	26599277	26599489
chr22	26621962	26622596
chr22	26657481	26676478
chr22	26657481	26676478
chr22	26657481	26676478
chr22	26657481	26676478
chr22	26672842	26780893
chr22	26860210	26881785
chr22	26903291	26920611
chr22	27048143	27061238
chr22	27187515	27188501
chr22	27221349	27224679
chr22	27310650	27317840
chr22	27748276	27750914
chr22	27851668	27854891
chr22	27851668	27854891
chr22	27851668	27853612
chr22	27919375	27924963
chr22	27919375	28002679
chr22	27920524	27920612
chr22	27920525	27920611
chr22	27978013	27982220
chr22	28459868	28459948
chr22	28687742	28687896
chr22	28687742	28687896
chr22	28687742	28687896
chr22	28687742	28687896
chr22	28687742	28687896
chr22	28742031	28742095
chr22	28742038	28742095
chr22	28742038	28742095
chr22	28742038	28742095
chr22	28742038	28757510
chr22	28742680	28745908
chr22	28772694	28772849
chr22	28772694	28772849
chr22	28772694	28772849
chr22	28773136	28781104
chr22	28794559	28795545
chr22	28794559	28795174
chr22	28883571	28883766
chr22	28917388	28987075
chr22	29024998	29031476
chr22	29058671	29058741
chr22	29058671	29058741
chr22	29073034	29073130
chr22	29073034	29073130
chr22	29205895	29206038
chr22	29205895	29206038
chr22	29259851	29260059
chr22	29259871	29260059
chr22	29259871	29267981
chr22	29268267	29268336
chr22	29268267	29268336
chr22	29268267	29268336
chr22	29268267	29268336
chr22	29268267	29268336
chr22	29307022	29308105
chr22	29307022	29308105
chr22	29307022	29308105
chr22	29307022	29308105
chr22	29312932	29313300
chr22	29327679	29328820
chr22	29327679	29328820
chr22	29327679	29328820
chr22	29327679	29328820
chr22	29327679	29328820
chr22	29327679	29328820
chr22	29327679	29328820
chr22	29327679	29328820
chr22	29333162	29333258
chr22	29437014	29442129
chr22	29438582	29438791
chr22	29480217	29480262
chr22	29505878	29508456
chr22	29505878	29508456
chr22	29508166	29508456
chr22	29508166	29508456
chr22	29554807	29555934
chr22	29554807	29555934
chr22	29603555	29603998
chr22	29603632	29603998
chr22	29603632	29603998
chr22	29603632	29603998
chr22	29603632	29603998
chr22	29603632	29603998
chr22	29603632	29603998
chr22	29603632	29603998
chr22	29603632	29603998
chr22	29603632	29698598
chr22	29720002	29720424
chr22	29730955	29731224
chr22	29730955	29731224
chr22	29730955	29731224
chr22	29767368	29767398
chr22	29767368	29767398
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29788610	29789012
chr22	29883173	29971059
chr22	29883173	29971059
chr22	29883173	29971059
chr22	30007048	30007113
chr22	30008745	30080257
chr22	30080463	30103470
chr22	30080463	30093952
chr22	30080463	30093952
chr22	30239193	30240538
chr22	30240452	30243650
chr22	30240452	30243813
chr22	30246209	30246993
chr22	30262828	30263882
chr22	30262828	30263882
chr22	30285116	30285619
chr22	30291989	30292374
chr22	30291989	30292374
chr22	30331987	30334593
chr22	30356623	30366000
chr22	30356623	30366000
chr22	30357006	30366000
chr22	30368810	30377905
chr22	30378820	30379599
chr22	30397017	30397116
chr22	30397017	30406373
chr22	30397017	30397116
chr22	30397017	30397116
chr22	30425767	30425879
chr22	30425767	30425879
chr22	30432685	30436501
chr22	30447660	30449086
chr22	30459228	30460020
chr22	30459228	30460020
chr22	30459228	30460020
chr22	30459228	30460020
chr22	30481289	30481756
chr22	30488901	30490106
chr22	30488958	30489876
chr22	30522787	30524996
chr22	30522798	30524996
chr22	30522798	30525066
chr22	30554634	30554952
chr22	30554634	30554952
chr22	30554634	30554952
chr22	30554634	30554952
chr22	30554634	30554952
chr22	30554634	30554952
chr22	30554634	30554952
chr22	30554634	30554952
chr22	30554634	30554952
chr22	30554634	30554952
chr22	30554634	30554952
chr22	30554634	30554952
chr22	30554634	30554952
chr22	30554634	30554952
chr22	30554634	30554952
chr22	30576624	30577045
chr22	30576624	30577045
chr22	30576624	30577045
chr22	30576624	30577045
chr22	30607173	30607331
chr22	30607173	30607331
chr22	30635780	30636450
chr22	30635780	30636450
chr22	30635780	30636450
chr22	30652050	30663436
chr22	30661444	30663436
chr22	30661444	30663436
chr22	30661444	30663539
chr22	30693781	30694060
chr22	30694873	30694909
chr22	30694873	30694909
chr22	30731556	30731641
chr22	30764252	30870673
chr22	30822515	30822630
chr22	30881680	30888287
chr22	30886055	30921779
chr22	30922307	30926654
chr22	30925129	30926802
chr22	30925129	30926802
chr22	30925129	30926802
chr22	30969210	30979395
chr22	30969210	30979395
chr22	30969210	30979395
chr22	30969210	30979395
chr22	30969210	30979395
chr22	30969210	30979395
chr22	30969210	30979395
chr22	30969210	30979395
chr22	31064117	31083258
chr22	31064117	31083258
chr22	31064117	31082920
chr22	31064117	31083258
chr22	31064117	31083258
chr22	31064117	31083258
chr22	31064117	31080643
chr22	31064117	31083258
chr22	31064117	31104624
chr22	31081317	31083258
chr22	31081317	31083258
chr22	31081317	31083258
chr22	31081317	31083258
chr22	31081317	31091049
chr22	31081317	31082920
chr22	31081317	31104624
chr22	31081317	31104624
chr22	31081317	31104624
chr22	31082859	31082920
chr22	31084995	31085072
chr22	31104776	31104969
chr22	31122922	31126409
chr22	31122922	31123014
chr22	31122922	31125840
chr22	31122922	31125840
chr22	31122922	31124940
chr22	31122965	31123014
chr22	31134806	31135722
chr22	31160061	31160119
chr22	31160181	31187094
chr22	31160181	31187094
chr22	31160181	31207019
chr22	31160181	31207019
chr22	31160181	31207019
chr22	31160181	31207019
chr22	31212297	31212408
chr22	31248383	31248716
chr22	31248383	31248716
chr22	31281592	31283274
chr22	31281599	31283083
chr22	31325803	31326890
chr22	31325803	31327275
chr22	31325803	31326890
chr22	31335348	31338021
chr22	31340678	31341404
chr22	31346758	31351155
chr22	31399603	31399683
chr22	31439366	31439879
chr22	31439366	31439879
chr22	31439366	31439879
chr22	31496138	31508284
chr22	31496535	31508284
chr22	31496535	31508284
chr22	31496535	31508284
chr22	31496535	31508284
chr22	31618490	31619611
chr22	31618490	31619611
chr22	31618490	31619611
chr22	31618490	31619611
chr22	31618490	31619611
chr22	31618490	31619611
chr22	31618490	31619611
chr22	31618490	31619611
chr22	31618490	31619611
chr22	31618490	31619611
chr22	31618490	31619611
chr22	31618490	31619789
chr22	31618490	31619611
chr22	31621466	31621531
chr22	31681346	31685526
chr22	31753967	31754921
chr22	31753967	31754921
chr22	31753967	31754921
chr22	31753967	31754921
chr22	31753967	31754921
chr22	31753967	31754921
chr22	31753967	31754921
chr22	31753967	31907015
chr22	31753967	31908033
chr22	31753967	31908033
chr22	31754018	31754921
chr22	31754018	31754921
chr22	31754018	31754921
chr22	31754018	31907015
chr22	31754018	31907015
chr22	31754018	31754921
chr22	31754022	31754921
chr22	31754022	31754921
chr22	31933520	31945362
chr22	31933522	31938449
chr22	31933522	31938449
chr22	31933522	31945366
chr22	31944534	31944733
chr22	31970822	32037199
chr22	32043260	32043281
chr22	32059137	32068504
chr22	32121976	32133469
chr22	32149005	32149539
chr22	32190434	32190771
chr22	32190434	32190771
chr22	32190434	32190771
chr22	32190437	32190771
chr22	32190437	32190771
chr22	32190437	32190771
chr22	32190437	32190771
chr22	32190437	32190771
chr22	32205114	32273615
chr22	32218463	32218513
chr22	32354884	32358158
chr22	32357866	32358071
chr22	32359905	32371076
chr22	32359905	32371076
chr22	32359905	32371264
chr22	32376663	32384343
chr22	32387581	32387991
chr22	32413844	32414302
chr22	32474810	32475002
chr22	32475267	32475361
chr22	32475267	32479200
chr22	32507819	32513807
chr22	32507819	32513691
chr22	32507819	32513691
chr22	32507819	32513691
chr22	32507819	32513691
chr22	32507819	32513691
chr22	32507819	32513691
chr22	32801704	32802001
chr22	33108528	33116294
chr22	33272508	33274426
chr22	33272508	33274426
chr22	33272508	33274426
chr22	33272508	33274426
chr22	33272508	33274426
chr22	33272508	33274426
chr22	33272508	33274426
chr22	33272508	33274426
chr22	33272508	33274426
chr22	33272508	33274426
chr22	33272508	33274426
chr22	33272508	33274426
chr22	33272508	33274426
chr22	33436581	33436669
chr22	33704785	33704920
chr22	33724985	33750817
chr22	33724985	33750817
chr22	34756664	34997916
chr22	35066157	35067087
chr22	35119823	35231056
chr22	35257492	35264715
chr22	35257492	35262390
chr22	35257492	35295807
chr22	35299274	35317923
chr22	35299893	35299928
chr22	35299893	35299928
chr22	35299893	35299928
chr22	35299893	35347973
chr22	35299893	35347973
chr22	35299893	35347973
chr22	35335639	35335758
chr22	35336720	35336799
chr22	35381095	35381173
chr22	35400139	35400438
chr22	35532805	35546809
chr22	35539899	35546809
chr22	35540493	35546809
chr22	35540830	35546809
chr22	35606763	35607296
chr22	35606763	35607296
chr22	35606763	35607296
chr22	35606763	35607296
chr22	35606763	35607296
chr22	35606763	35607296
chr22	35606763	35607296
chr22	35606763	35607296
chr22	35606763	35607296
chr22	35648445	35656425
chr22	35717871	35717871
chr22	35738735	35744204
chr22	35738735	35744194
chr22	35738735	35744194
chr22	35738735	35744204
chr22	35738735	35744194
chr22	35738735	35744194
chr22	35738735	35744204
chr22	35738735	35744204
chr22	35738735	35744194
chr22	35738735	35744204
chr22	35738735	35744194
chr22	35738735	35744194
chr22	35738735	35744204
chr22	35738735	35744194
chr22	35738735	35744194
chr22	35738735	35744204
chr22	35738735	35744204
chr22	35738735	35744204
chr22	36140322	36141199
chr22	36140328	36141199
chr22	36140328	36141199
chr22	36140328	36141199
chr22	36140328	36141199
chr22	36140328	36141199
chr22	36189127	36191074
chr22	36189127	36191074
chr22	36189127	36191074
chr22	36197454	36197642
chr22	36226208	36227403
chr22	36226208	36227403
chr22	36253070	36253962
chr22	36253132	36254955
chr22	36253132	36254955
chr22	36253132	36254955
chr22	36253132	36254955
chr22	36281279	36282667
chr22	36286846	36286907
chr22	36467045	36467803
chr22	36487189	36490007
chr22	36487189	36490007
chr22	36487189	36490007
chr22	36487189	36490007
chr22	36510854	36510986
chr22	36510854	36529166
chr22	36560856	36564350
chr22	36560856	36564350
chr22	36560856	36703752
chr22	36703875	36767089
chr22	36758210	36758310
chr22	36758210	36758310
chr22	36758210	36758310
chr22	36772403	36776119
chr22	36800702	36800889
chr22	36800702	36800889
chr22	36847371	36870443
chr22	36861005	36861171
chr22	36861005	36861171
chr22	36913627	36922207
chr22	36965247	36968172
chr22	36991124	36991178
chr22	36991124	36991178
chr22	37010858	37011026
chr22	37010864	37011026
chr22	37019741	37024215
chr22	37019741	37024215
chr22	37019741	37019836
chr22	37019819	37019836
chr22	37019819	37024215
chr22	37051735	37051739
chr22	37051735	37051739
chr22	37051735	37051739
chr22	37051735	37051739
chr22	37065435	37066079
chr22	37065435	37066079
chr22	37065435	37066079
chr22	37065435	37066079
chr22	37125837	37128095
chr22	37125842	37128095
chr22	37125842	37128095
chr22	37180165	37182187
chr22	37180165	37182187
chr22	37180165	37182187
chr22	37204236	37206546
chr22	37204236	37206546
chr22	37225269	37226672
chr22	37282507	37282569
chr22	37282507	37296002
chr22	37340643	37427479
chr22	37352189	37354839
chr22	37367959	37373071
chr22	37469062	37469962
chr22	37469062	37469962
chr22	37469062	37486384
chr22	37490361	37491158
chr22	37560479	37566349
chr22	37570247	37570262
chr22	37608833	37608860
chr22	37608833	37608860
chr22	37608833	37608860
chr22	37608833	37608860
chr22	37609039	37618462
chr22	37639668	37639787
chr22	37639668	37639787
chr22	37641831	37658377
chr22	37658722	37658782
chr22	37675635	37675702
chr22	37686342	37686392
chr22	37697047	37701365
chr22	37744309	37745944
chr22	37744309	37745944
chr22	37746233	37746237
chr22	37746233	37746237
chr22	37805228	37805544
chr22	37807933	37807967
chr22	37807933	37807967
chr22	37823381	37823406
chr22	37830854	37831942
chr22	37830854	37831942
chr22	37830854	37831942
chr22	37830854	37844447
chr22	37830854	37844447
chr22	37830854	37844447
chr22	37844271	37844371
chr22	37847677	37847774
chr22	37849418	37851411
chr22	37849418	37849449
chr22	37849418	37849449
chr22	37906296	37906422
chr22	37943049	37944174
chr22	37943049	37944174
chr22	37953662	37953787
chr22	37953698	37953787
chr22	37953698	37953787
chr22	37953698	37953787
chr22	37953698	37958408
chr22	37953698	37969312
chr22	37967562	37967624
chr22	37972311	37973494
chr22	37988793	37988853
chr22	38057254	38057809
chr22	38057254	38057809
chr22	38057403	38057809
chr22	38078136	38078387
chr22	38084899	38085299
chr22	38111494	38112160
chr22	38111494	38112160
chr22	38111494	38112160
chr22	38111494	38112160
chr22	38111494	38112160
chr22	38111494	38112160
chr22	38111494	38112160
chr22	38111494	38112160
chr22	38111494	38112160
chr22	38201993	38214470
chr22	38201993	38213853
chr22	38201993	38213853
chr22	38203019	38213853
chr22	38219290	38221468
chr22	38219290	38221468
chr22	38219290	38221468
chr22	38224478	38224720
chr22	38290690	38293286
chr22	38290690	38293286
chr22	38290690	38293286
chr22	38344664	38398926
chr22	38426326	38426794
chr22	38426326	38426794
chr22	38468095	38468233
chr22	38468095	38468233
chr22	38483437	38485934
chr22	38483437	38485934
chr22	38518947	38520019
chr22	38518947	38520019
chr22	38518947	38520019
chr22	38569281	38570183
chr22	38570499	38571358
chr22	38578117	38586042
chr22	38578117	38586124
chr22	38578117	38586124
chr22	38578117	38586124
chr22	38656637	38668054
chr22	38656637	38665594
chr22	38681956	38681978
chr22	38685542	38687901
chr22	38685542	38687901
chr22	38685542	38687901
chr22	38705943	38705955
chr22	38734733	38736266
chr22	38734733	38736266
chr22	38734733	38736266
chr22	38778507	38779448
chr22	38818451	38822608
chr22	38861421	38866208
chr22	38861421	38866208
chr22	38957608	38957691
chr22	38957608	38957691
chr22	38982346	38982453
chr22	38982346	38982453
chr22	38991558	38998220
chr22	39014256	39014362
chr22	39021126	39021519
chr22	39021126	39021519
chr22	39040863	39040960
chr22	39040863	39040960
chr22	39077004	39078947
chr22	39077274	39077361
chr22	39077274	39080962
chr22	39077274	39077361
chr22	39077274	39083175
chr22	39097243	39100278
chr22	39097243	39100278
chr22	39097243	39100278
chr22	39097243	39100278
chr22	39130771	39133890
chr22	39130771	39133890
chr22	39130771	39133890
chr22	39223358	39225722
chr22	39223358	39225722
chr22	39312881	39312939
chr22	39312881	39312939
chr22	39313818	39313911
chr22	39315212	39315307
chr22	39316841	39316896
chr22	39319051	39319113
chr22	39349990	39350010
chr22	39349990	39350010
chr22	39364146	39364194
chr22	39399779	39399802
chr22	39399779	39399802
chr22	39432159	39437128
chr22	39457011	39487347
chr22	39475806	39476822
chr22	39487223	39487347
chr22	39500099	39511294
chr22	39502289	39511294
chr22	39502289	39518132
chr22	39502289	39518132
